Job Title,Salary Estimate,Job Description,Rating,Company Name,Division,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
Data Scientist,CA$50K - CA$61K (Glassdoor est.),"Looking for a Senior Data Scientist to utilize their analytical, statistical, and programming skills to leverage large data sets to derive business value and solve business problems.The ideal candidate would have 3-5 years of experience in this field.
Key Responsibilities and Job Duties:
Identify areas for ML/AI opportunities and demonstrate to internal clients how ML/AI can improve their business
Facilitate an in-depth understanding of the organization's operations
Explore and propose solutions to business problems that can be addressed using insights from data
Present data-driven recommendations to a variety of audiences, including the executive team",3.3,"MSi Corp (Bell Canada)
3.3",,Toronto,201 to 500 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD)
Data Scientist,-1,"Job Details
Description
Profile: Data Scientist designs, develops and deploys machine learning solutions to meet enterprise goals and support experimentation and innovation. The data scientist collaborates with developers and other data scientists to identify innovative machine learning solutions that leverage data to meet business goals. Ensures infrastructure and data pipelines are structured to deploy machine learning solutions.
Requirements
Bachelors or Master’s degree in computer science or related fields
2+ years of experience working as data scientist",2.9,"sgsco
2.9",,Remote,1001 to 5000 Employees,1946,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
Data Analyst,CA$54K - CA$93K (Glassdoor est.),"Founded in 2014, Spring Financial has spent the last 7 years simplifying the lending process for millions of Canadians facing every type of financial circumstance. In the process, we’ve become the largest fintech loan originator in the country with over 50,000 monthly applicants and over 250,000 loans originated!

Many Canadians have been locked out of the financial system and are stuck without the credit they need, unable to save money and paying extremely high interest rates. At Spring, our mission is to provide all Canadians access to fair-priced financial products. We do this through a variety of products including our signature savings and credit-building product, The Foundation Loan, and our personal loan offering, the Evergreen Loan. We’ve made all of our products available to Canadians from the comfort of their own home and without having to visit a branch!",3.8,"Spring Financial Inc.
3.8",,Vancouver,51 to 200 Employees,2014,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable
Data Scientist - Data Analytics and Infrastructure (remote),CA$80K - CA$121K (Glassdoor est.),"Company Description

You will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities.

Job Description

We are looking for Data Scientists who are passionate about analytics and using data to help drive business decisions. You enjoy working with structured and/or unstructured data and are motivated to produce highly actionable results. You are experienced in architecting data ETL workflows and schemas. Critical thinking and problem-solving skills are essential for this role.",5.0,"Ample Insight Inc.
5.0",,Toronto,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Data Analytics Engineer/Specialist,CA$118K - CA$144K (Glassdoor est.),"Data Analytics Engineer/Specialist - 00VTV
Description
About ConocoPhillips:
ConocoPhillips is one of the world’s leading exploration and production companies based on both production and reserves, with a globally diversified asset portfolio. Headquartered in Houston, Texas, ConocoPhillips had operations and activities in 13 countries, $93 billion of total assets and approximately 9,400 employees at March 31, 2022. Production averaged 1,747 MBOED for the three months ended March 31, 2022, and proved reserves were 6.1 BBOE as of Dec. 31, 2021.
In Canada, we can trace our history back over 110 years. Headquartered in Calgary, Alberta, our current investment programs are focused on the operated Surmont oil sands development in the Athabasca region of northeast Alberta and the liquids rich Montney unconventional play in northeast British Columbia. Our production averaged 94 MBOED in 2021 and proved reserves were 0.3 BBOE.",4.1,"ConocoPhillips
4.1",,Calgary,501 to 1000 Employees,2002,Company - Public,Energy & Utilities,"Energy, Mining & Utilities",$1 to $5 million (USD)
Data Scientist - Climate Risk Modeling,CA$80K - CA$97K (Glassdoor est.),"Events in recent years have made us all too familiar with the havoc that natural disasters can wreak, and the increasing frequency and intensity with which they are occurring. Despite record levels of losses, conventional methods of risk modeling continue to paint at best an incomplete picture of these threats.
Zesty.ai uses novel data gathering and data science methods to produce higher quality information about the risks to property from catastrophes like floods and wildfires. While AI alone may not be able to thwart these disasters, it can help us become more prepared for them, and ultimately that will lead to better outcomes.
As a Data Scientist - Climate Risk Modeling, you are comfortable and excited to work closely with the engineering team to build the best AI tech possible. You will develop top tier models from unique and diverse data sources to provide strong insights and maximize the impact of our company efforts. You thrive in a collaborative, creative environment that moves fast and you are comfortable setting in place structures and processes to help the company scale.",5.0,"Zesty.ai
5.0",,Montreal,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data and Analytics Coordinator,CA$98K - CA$114K (Employer est.),"Posting Id
1801

Department
Community Services

Division
Public Works Operations

Section
PWO Support Services

Job Grade",3.8,"City of Richmond Hill
3.8",,Richmond Hill,501 to 1000 Employees,,Government,,,Unknown / Non-Applicable
Machine Learning Engineer (remote),-1,"Our client, is a leading, multi national AI/Data Analytics company and they are building out a new Data team for a large project with a huge insurance company. They are seeking to add a (ML) Machine Learning Engineer to the team. This could be a long term, renewable contract role.

Job Description:
Machine Learning Engineers (MLE) are technically proficient programmers who research, build, and design software to automate predictive models. An MLE builds systems that leverage large data sets to generate and develop algorithms capable of learning and eventually making predictions
Designing machine learning systems requires that the MLE assess, analyze, and organize data, execute tests and optimize the learning process to help develop high-performance machine learning models",4.0,"Software International
4.0",,Ontario,201 to 500 Employees,1995,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Machine Learning Research Engineer,CA$80K - CA$98K (Glassdoor est.),"Machine Learning Research Engineer
VANCOUVER, BRITISH COLUMBIA /
TECHNOLOGY DEVELOPMENT /
PERMANENT, FULL-TIME
We are seeking a Machine Learning (ML) Research Engineer to join Aspect’s highly multidisciplinary research and product development team. In this role, you will help create modern ML methods to support and accelerate Aspect’s tissue design and therapeutic workflow.
What You’ll Do
Research and develop state-of-the-art computer vision, data science, and deep learning technologies.",4.3,"Aspect Biosystems
4.3",,Vancouver,51 to 200 Employees,2013,Company - Private,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,Unknown / Non-Applicable
"Applied Researcher, Machine Learning",CA$109K - CA$188K (Glassdoor est.),"Sanctuary is seeking exceptional Machine Learning (ML) engineers to join our team of experienced ML researchers/engineers and control engineers, working on foundational problems of robotic perception, planning, and reasoning.
As part of the ML team, you will be responsible for designing and implementing novel algorithms and testing your algorithms in simulation and on our robots in real-world settings. With access to in-house robots, you will have a unique opportunity for impactful work with new haptic and proprioceptive sensing modalities. As part of your work, you'll have the opportunity to learn and implement leading-edge ML methods.
*
Success Criteria*
Design and implement novel algorithms and test your algorithms in real-world settings in at least one of these categories: computer vision, haptics processing, or robotics",4.4,"Sanctuary AI
4.4",,Vancouver,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable
Analytics Engineer,CA$108K (Employer est.),"Over 100,000 businesses and millions of people use 1Password to protect their most important information, and we believe those people – and the companies they work for – shouldn’t have to choose between security and productivity. We see security as a human challenge, rather than a technological one. It’s hard work, but our mission has always been to ease the tension between security and convenience and help people navigate the digital world without fear or friction. Human-centric security is part of our DNA, but human-centricity is also the backbone of our culture. We encourage big ideas and new ways of working that help us to make the online world a safer place for everyone.

We are in search of an Analytics Engineer to join the Data Engineering Team. You will be part of the group of talented individuals that support reporting, ad-hoc analysis, and data science workload. On a typical day, you will help make sense of data from various internal tools that have been integrated into our central data lake, work with analysts to understand how key metrics are derived, help build dashboards or presentations, optimize data transformation and query performance to ensure that we have accurate data and insight at the right time.",4.8,"1Password
4.8",,Remote,201 to 500 Employees,2006,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable
"Manager & Sr. Manager, Strategy & Analytics",-1,"161 Bay Street (93021), Canada, Toronto,Toronto, Ontario,
Manager & Sr. Manager, Strategy & Analytics
The Capital One way

Yes, we’re a credit card company. But we’re more than that too. We’re driven by what our customers want, and how to make their lives simpler.

We’re always looking for creative ways to offer digital solutions that make sense for our customers. With your help, we’ll build the next generation of banking in Canada based on customer-focused values, compelling products and great engineering.






























Capital One Canada is an equal opportunity employer committed to fostering a diverse and inclusive work environment. We consider all qualified applicants and will meet the needs of those requiring reasonable accommodations.",4.2,"Capital One - Canada
4.2",,Toronto,10000+ Employees,1994,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
"(CAN) Analyst, Business Systems and Analytics – Direct Store Delivery (12 month contract)",CA$50K - CA$121K (Glassdoor est.),"Job Type: Temporary (Fixed Term)
Schedule: Morning, afternoons, evenings, nights
Position Summary...
The Analyst, Business Systems and Analytics – Direct Store Delivery will report to the Manager, Direct Store Delivery and will work closely with a team of Analysts to provide ongoing data support for the DOME Project. After the launch of DOME, this role will be responsible for assisting with the ongoing enhancements and maintenance of the system. This role builds out the entire tableau portfolio for the DSD program and will also provide analytics to the Walmart freight program and tie reporting, analysis, and results to the original objects.






Age – 18 or older
6800 MARITZ DRIVE, MISSISSAUGA, ON L5W 1W2, Canada
R-1209548",3.3,"WALMART CANADA
3.6",,Mississauga,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD)
Software Engineer in Algorithms & Optimization - Junior,CA$90K - CA$110K (Employer est.),"Role Summary:
This is an opportunity in the exciting and fast-growing transportation technology industry. Public transit is being transformed from a system of static, scheduled fixed-routes, to a dynamic on-demand network, and you will be one of the pioneers shaping this transformation.
As the newest member of our Algorithms & Optimization team, you will contribute to the complex suite of algorithms that power RideCo’s core ridesharing platform. The ideal candidate must possess a sound grasp of Algorithms and Data Structures, strong critical thinking and reasoning skills, and the ability to produce readable, maintainable, and working software programs from abstract concepts and ideas. You will thrive in a small-team environment with fast-paced agile iterations, where every developer contributes code that delivers a meaningful impact to our customers and the company.",4.1,"RideCo
4.1",,Waterloo,51 to 200 Employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
BI Analyst,CA$51K - CA$73K (Glassdoor est.),"At SCI our people make us even better, which is why we want you to be a part of our fast growing organization. SCI recognizes that having a great team is the key to success, which is why we attract and retain the right people with an employee experience that focuses on building trust, embracing change, and achieving our goals together. Any one of our 3000 industry experts will tell you that we take on some of Canada’s toughest service and logistic challenges in specialized transportation, technical services, and supply chain management. For 30 years, our proficient planning and flexible solutions have brought us top tier clients. With clear focus, operational excellence, and future growth at the core of our operation, we apply out-of-the-box thinking to deliver exceptional experiences that take our clients to the next level. Are you ready for your next challenge?
As BI Analyst, the incumbent will be responsible for implementation of new customer projects, change requests and managing day to day support of the business inquiries and BI environment. He/she will participate as part of a team in design and implementation of standardized reporting & analytics processes to support current and future reporting needs of business.",3.0,"SCI Group
3.0",,Toronto,51 to 200 Employees,,Company - Private,Taxi & Car Services,Transportation & Logistics,$5 to $25 million (USD)
Senior Data Analyst,CA$50K - CA$70K (Glassdoor est.),"Referred applicants should not apply directly to this role.
All referred applicants must first be submitted through Workday by a current Loblaw Colleague.
Location:
1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5
At Loblaw, we help millions of Canadians get through their best days, worst days, celebration days, and every day. Through our innovation and quality products, we’re here for our friends, neighbours, family members and colleagues.

We succeed through collaboration and commitment and set a high bar for ourselves and those around us.

We’re looking for adaptable people who are thrilled to join us in our goal of helping Canadians Live Life Well®. Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong. We promote leaders at every level and support our people to follow their passion.
Full time
Regular",3.6,"Loblaw Companies Limited
3.6",,Brampton,10000+ Employees,,Company - Public,Vehicle Dealers,Retail & Wholesale,$10+ billion (USD)
"Senior Business Data Analyst, BICC",CA$57K - CA$77K (Glassdoor est.),"Referred applicants should not apply directly to this role.
All referred applicants must first be submitted through Workday by a current Loblaw Colleague.
Location:
1 Presidents Choice Circle, Brampton, Ontario, L6Y 5S5
At Loblaw, we help millions of Canadians get through their best days, worst days, celebration days, and every day. Through our innovation and quality products, we’re here for our friends, neighbours, family members and colleagues.

We succeed through collaboration and commitment and set a high bar for ourselves and those around us.

We’re looking for adaptable people who are thrilled to join us in our goal of helping Canadians Live Life Well®. Whether you are just starting your career, re-entering the workforce, or looking for a new job, this is where you belong. We promote leaders at every level and support our people to follow their passion.
Full time
Regular",3.6,"Loblaw Companies Limited
3.6",,Brampton,10000+ Employees,,Company - Public,Vehicle Dealers,Retail & Wholesale,$10+ billion (USD)
Machine Learning Research Scientist - Biotechnology Company,CA$90K - CA$110K (Employer est.),"This is a leading company in artificial intelligence for drug discovery that has launched multiple software products, including target identification platform, and automated drug discovery platform. We are looking for a Machine Learning Scientist to join the team. You will work with product teams as well as top AI scientists in this field. We focus on AI-assisted systems that can identify novel drug targets for untreated diseases, assist in the development of new treatments and eventually predict how well those treatments may perform in clinical trials. This company was ranked Top 5 AI companies in its potential for social impact according to NVIDIA and in 2018, the company was named one of the global top 100 AI companies by CB Insights. They are growing their team in Canada and are looking for people who want to be part of this journey.

More about role:
We are seeking a Machine Learning Research Scientist for generative models in chemistry/biology. We are an end-to-end artificial intelligence-driven pharma-technology company with a mission to accelerate drug discovery and development by leveraging our rapidly-evolving proprietary platforms across biology, chemistry, and clinical development. Our Pharma.AI platform has the potential to rapidly bring novel breakthrough medicines to patients while decreasing costs and increasing the probability of success.

Machine Learning Research scientist
1215 Boulevard René-Lévesque, Montreal. Hybrid model. Coming in to office 2 days a week.
Full time and permanent
90-110k + 8.33% bonus + Benefits + 3-4 weeks’ vacation


Do you have this experience?
Desirable Skills",4.4,"Groom & Associes
4.4",,Montreal,1 to 50 Employees,,Company - Private,HR Consulting,Human Resources & Staffing,$1 to $5 million (USD)
Machine Learning Research Intern,-1,"Job Description

Join a world-class machine learning research team at Intel Labs. At Intel Labs we place a high value on innovation - with a focus on peer reviewed publications, open source software and patents. As an intern, you could work on advancing the state of the art in machine learning on massive graph structured data, video understanding and generation, reinforcement learning for EDA or circuit design and large-scale combinatorial optimization. The ideal candidate should possess good problem solving skills and the ability to work in a dynamic and multi-functional team.

Qualifications






Enable amazing computing experiences with Intel Software continues to shape the way people think about computing – across CPU, GPU, and FPGA architectures. Get your hands on new technology and collaborate with some of the smartest people in the business. Our developers and software engineers work in all software layers, across multiple operating systems and platforms to enable cutting-edge solutions. Ready to solve some of the most complex software challenges? Explore an impactful and innovative career in Software.



CA,Virtual


All qualified applicants will receive consideration for employment without regard to race, color, religion, religious creed, sex, national origin, ancestry, age, physical or mental disability, medical condition, genetic information, military and veteran status, marital status, pregnancy, gender, gender expression, gender identity, sexual orientation, or any other characteristic protected by local law, regulation, or ordinance.

We offer a total compensation package that ranks among the best in the industry. It consists of competitive pay, stock, bonuses, as well as, benefit programs which include health, retirement, and vacation. Find more information about all of our Amazing Benefits here: https://www.intel.com/content/www/us/en/jobs/benefits.html

Intel is committed to a culture of accessibility. Intel provides accommodations to applicants and employees with disabilities. Find information and request accommodation here.


This role is available as a fully home-based and generally would require you to attend Intel sites only occasionally based on business need. This role may also be available as our hybrid work model which allows employees to split their time between working on-site at their assigned Intel site and off-site.",4.3,"INTEL
4.3",,Canada,10000+ Employees,1968,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD)
BI Developer - Finance & Data Analytics,CA$72K - CA$101K (Glassdoor est.),"Who we are
lululemon is an innovative performance apparel company for yoga, running, training, and other athletic pursuits. Setting the bar in technical fabrics and functional design, we create transformational products and experiences that support people in moving, growing, connecting, and being well. We owe our success to our innovative product, emphasis on stores, commitment to our people, and the incredible connections we make in every community we're in. As a company, we focus on creating positive change to build a healthier, thriving future. In particular, that includes creating an equitable, inclusive and growth-focused environment for our people.

About this team
The Business Intelligence Developer will play a key role on our Finance Data and Analytics team in our journey to become a data-led organization. This person will be an advocate for data & analytics across the organization and be key in enabling business leaders and teams to the possibilities of new insights and ideas through data. This position will work extensively with our Finance teams, project stakeholders, and technology team members to define, implement, sustain and leverage our data ecosystem across our programs.

We are looking for a passionate and organized individual who is excited about delivering data-driven capabilities to meet lululemon’s growing insights, analytics and intelligence needs. This individual should have a track record of working in a collaborative environment and should take pride in evolving the organization to create the future data technology platform for growth. This person should have experience in retail reporting and analytics.

A day in the life

Qualifications

Must haves

#LI-Hybrid #LI-SS1",4.3,"Lululemon
4.3",,Vancouver,10000+ Employees,1998,Company - Public,"Department, Clothing & Shoe Stores",Retail & Wholesale,$5 to $10 billion (USD)
Data Scientist II – Applied Machine Learning,CA$80K - CA$100K (Glassdoor est.),"TD Description
Tell us your story. Don't go unnoticed. Explain why you're a winning candidate. Think ""TD"" if you crave meaningful work and embrace change like we do. We are a trusted North American leader that cares about people and inspires them to grow and move forward.
Stay current and competitive. Carve out a career for yourself. Grow with us.
Department Overview
What does TD stand for? For starters, we believe in visionary leadership and insights. We believe in using every resource at our disposal to better serve our clients, and for almost every department, that begins with data.",4.0,"TD Bank
4.0",,Toronto,10000+ Employees,1855,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD)
ON - 2023 AI & Data Engineering Intern Program,-1,"Req Id: 393211

At Bell, we do more than build world-class networks, develop innovative services and create original multiplatform media content – we advance how Canadians connect with each other and the world.

If you’re ready to bring game-changing ideas to life and join a community that values, professional growth and employee wellness, we want you on the Bell team.

Bell’s forward-thinking Customer Operations team is creating the ultimate service experience for our residential, wireless and small business consumers. We lead strategic development and execution of day-to-day operations, develop tools and processes to drive service enhancements, manage customer loyalty and retention, and leverage big data and artificial intelligence to create intellectual property.",3.9,"Bell Canada
3.9",,Toronto,10000+ Employees,1880,Company - Public,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD)
New Grad Software Engineer / Machine Learning Engineer,CA$102K - CA$145K (Glassdoor est.),"Individually we are people, but together we are Aviva. Individually these are just words, but together they are our Values – Care, Commitment, Community, and Confidence.
What you’ll do
Develop, test, and deploy code
Maintain an existing code database
Test and debug software and hardware related issues
Keep your eye out for opportunities to improve our products
What you’ll bring
A degree in Computer Science/Engineering or related field.
1+ programming experience in Python with strong grasp of software engineering standard methodologies such as code-reusability, modularity, use of repos, etc.",3.9,"Aviva
3.7",,Markham,1 to 50 Employees,,Company - Private,Mining & Metals,"Energy, Mining & Utilities",Unknown / Non-Applicable
"Co-Op, Sustainability, Health and Environment, Data Analytics 1",CA$78K - CA$82K (Glassdoor est.),"At Nutrien, our Purpose is to grow our world from the ground up and we do so with safety and integrity as our core values. Nothing is more important than sending our people home safe, every day.

Nutrien is a leading provider of agricultural products, services, and solutions. With approximately 23,000 employees world-wide, we are the largest producer of potash (by capacity) and one of the world’s largest producers of nitrogen and phosphate. We also operate a leading agriculture retail network that services over 500,000 growers.

We harvest the best. Diverse views and experience make us strong. We look for people who have a safety-first mindset, who are collaborative team players, who deliver on their commitments, who are innovators in search of a better way, and who believe in inclusion.",4.2,"Nutrien
4.2",,Calgary,10000+ Employees,2018,Company - Public,Farm Support,Agriculture,$5 to $10 billion (USD)
"Applied Researcher, Machine Learning",CA$109K - CA$188K (Glassdoor est.),"Sanctuary is seeking exceptional Machine Learning (ML) engineers to join our team of experienced ML researchers/engineers and control engineers, working on foundational problems of robotic perception, planning, and reasoning.
As part of the ML team, you will be responsible for designing and implementing novel algorithms and testing your algorithms in simulation and on our robots in real-world settings. With access to in-house robots, you will have a unique opportunity for impactful work with new haptic and proprioceptive sensing modalities. As part of your work, you'll have the opportunity to learn and implement leading-edge ML methods.
*
Success Criteria*
Design and implement novel algorithms and test your algorithms in real-world settings in at least one of these categories: computer vision, haptics processing, or robotics",4.4,"Sanctuary AI
4.4",,Vancouver,51 to 200 Employees,2018,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable
,CA$80K - CA$95K (Glassdoor est.),,-1,,,,,,,,,
2023 - AI & Data Engineering Co-Op Program,CA$55K - CA$109K (Glassdoor est.),"Working with the Innovation, Inuvialuit Science and Climate Change Division, the Junior Data Scientist will be responsible for ensuring that the Inuvialuit Regional Corporation (IRC) has efficient/effective access to research data, tools, summaries, and analytical products. The successful candidate will focus primarily on providing support to expand Inuvialuit capacity and knowledge of statistical information related to social, cultural, economic, environmental, and geospatial data relevant to the organization.
The ideal candidate will have the following combination of education, experience, and knowledge:
Undergraduate degree in statistics or quantitative discipline (e.g., economics, social or physical sciences, data, geospatial sciences etc.), an equivalent combination of education and experience will be considered",-1,"Bell Canada
3.9",,Mississauga,Unknown,,Company - Public,,,Unknown / Non-Applicable
"Scientist II, Data Extraction - Inflammatory Disease (Remote)",CA$78K - CA$85K (Glassdoor est.),"We are looking for a Scientist II, Data Extraction - Inflammatory Disease to join our growing Data Extraction team! Reporting directly to the Data Extraction Lead, the goal of this team is to apply our technology and vast data to solve some of the most challenging problems in pre-clinical research. As a Scientist II, Data Extraction, you will work closely with your team and the Go-To-Market team to apply your scientific research knowledge as a subject matter expert to identify creative and innovative solutions to real-world scientific problems, while also identifying areas of development for both our technology and data depth.

We are welcoming applicants from Canada and the US for this position.
You Will:
Provide scientific insights to support our consultative customer case studies, extracting and analyzing both internal and external data, querying both our databases and web application",4.1,"BenchSci
4.1",,Toronto,201 to 500 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
"Junior Associate Data Science, Class of 2023",CA$107K - CA$113K (Glassdoor est.),"Company Description

Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,000+ people in 53 offices around the world combine experience across technology, data sciences, consulting and customer obsession to accelerate our clients’ businesses through designing the products and services their customers truly value.

Job Description",3.9,"Publicis Sapient
3.9",,Toronto,10000+ Employees,1990,Company - Public,Business Consulting,Management & Consulting,Unknown / Non-Applicable
Applied Machine Learning Scientist,CA$53K - CA$91K (Glassdoor est.),"POSITION SUMMARY

As an Applied ML Scientist, you will provide technical leadership and contribute to focused research breakthroughs and applications to solve real-world problems with machine learning and AI. You will provide guidance and work with some of the best and brightest data scientists and machine learning engineers from leading industry and health organizations. You will collaborate with some of the leading machine learning researchers, data scientists, and engineers. Publishing research papers on applied research is part of this role, but the focus is on the impact of the applications, not on the quantity or quality of publications. We are seeking a scientist with research experience in Responsible AI in a deep learning context. Experience in Fairness, Explainability, Privacy, AI Safety, Recommendation Systems, and NLP are all valuable areas of knowledge for this role.

RESPONSIBILITIES",4.5,"Vector Institute
4.5",,Toronto,Unknown,,Company - Private,,,Unknown / Non-Applicable
Business Intelligence Analyst,CA$64K - CA$81K (Glassdoor est.),"About SE Health:
SE Health is a national health care provider that has been opening the door to new possibilities and experiences for more than a century. Recognized as Canada’s largest social enterprise, we employ 8,000 people and visit 18,000 clients every day. Through the Saint Elizabeth Research Centre, Health Career Colleges, the Saint Elizabeth Foundation and our leadership in person and family centered care, we are helping to make the future of health care brighter and stronger. Saint Elizabeth Health Care was awarded the Canada Order of Excellence in 2015.
This role is classified as hybrid where you would be primarily working remote, but may be asked to come into our head office in Markham as needed.
Position Summary",3.4,"SE Health
3.4",,Toronto,5001 to 10000 Employees,1908,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$500 million to $1 billion (USD)
Data Scientist,-1,"Job Details
Description
Profile: Data Scientist designs, develops and deploys machine learning solutions to meet enterprise goals and support experimentation and innovation. The data scientist collaborates with developers and other data scientists to identify innovative machine learning solutions that leverage data to meet business goals. Ensures infrastructure and data pipelines are structured to deploy machine learning solutions.
Requirements
Bachelors or Master’s degree in computer science or related fields
2+ years of experience working as data scientist",2.9,"sgsco
2.9",,Remote,1001 to 5000 Employees,1946,Company - Private,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable
Data Scientist - Climate Risk Modeling,CA$80K - CA$97K (Glassdoor est.),"Events in recent years have made us all too familiar with the havoc that natural disasters can wreak, and the increasing frequency and intensity with which they are occurring. Despite record levels of losses, conventional methods of risk modeling continue to paint at best an incomplete picture of these threats.
Zesty.ai uses novel data gathering and data science methods to produce higher quality information about the risks to property from catastrophes like floods and wildfires. While AI alone may not be able to thwart these disasters, it can help us become more prepared for them, and ultimately that will lead to better outcomes.
As a Data Scientist - Climate Risk Modeling, you are comfortable and excited to work closely with the engineering team to build the best AI tech possible. You will develop top tier models from unique and diverse data sources to provide strong insights and maximize the impact of our company efforts. You thrive in a collaborative, creative environment that moves fast and you are comfortable setting in place structures and processes to help the company scale.",5.0,"Zesty.ai
5.0",,Montreal,51 to 200 Employees,2015,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
Data Scientist - Data Analytics and Infrastructure (remote),CA$80K - CA$121K (Glassdoor est.),"Company Description

You will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities.

Job Description

We are looking for Data Scientists who are passionate about analytics and using data to help drive business decisions. You enjoy working with structured and/or unstructured data and are motivated to produce highly actionable results. You are experienced in architecting data ETL workflows and schemas. Critical thinking and problem-solving skills are essential for this role.",5.0,"Ample Insight Inc.
5.0",,Toronto,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable
Data Science Analyst (Remote),CA$100K - CA$116K (Glassdoor est.),"At Yelp, it’s our mission to connect people with great local businesses. From a coffee connoisseur’s review of a neighborhood cafe, to a homeowner’s request for a quote to remodel their kitchen, Yelp’s data captures millions of user-business interactions every day.

The Data Science & Analytics team prides itself on harnessing the power of this data. We test and learn, build tools and lead meaningful analyses to extract insights that influence Yelp’s product and business strategy.

We’re looking for a self-motivated critical thinker whose intellectual curiosity is met with a healthy dose of skepticism. You value the integrity of your work, sanity check analyses before drawing conclusions, and take pride in telling stories with data. You are a team player who is an excellent communicator, quick learner, and as excited about Yelp as we are.

We’d love to have you apply, even if you don't feel you meet every single requirement in this posting. At Yelp, we’re looking for great people, not just those who simply check off all the boxes.",3.5,"Yelp
3.5",,Midtown Toronto,5001 to 10000 Employees,2004,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD)
Machine Learning Researcher - Computer Vision,CA$52K - CA$102K (Glassdoor est.),"Ecopia AI’s mission is to create a digital twin of the Earth. Billions of geospatial images are captured every day by satellites, airplanes, vehicles, and personal devices - Ecopia leverages AI to convert high-resolution images of our earth into high-definition (HD) Vector Maps. These maps form a digital representation of reality and are embedded into critical decision-making applications, offering unique insight at scale. Ecopia’s HD Vector Maps empower a wide range of applications such as smart cities, insurance, real estate, retail, manufacturing, utilities, logistics, autonomous driving, and augmented reality (AR).

We’re seeking a passionate, talented researcher to join us at our Toronto office. You will have the incredible experience of working alongside our computer vision and engineering experts. Your work will have a direct impact on our end products which empower various real-world applications on a scale never thought possible. The position is permanent, full-time, and will have a highly competitive salary, annual salary increases, and bonuses.",4.7,"Ecopia Tech
4.7",,Toronto,1 to 50 Employees,2013,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable
Data Scientist,CA$71K - CA$101K (Glassdoor est.),"Help us boldly shape retail in Canada
Canadian Tire Corporation’s (CTC) rich heritage of serving Canadians from coast-to-coast dates back to 1922. Our vision is to become the #1 retail brand in Canada and we are focused on innovating and making important investments in our business, especially when it comes to our people. To reach our goal, we need the best talent to help us evolve and drive change across the business – and boldly help shape Canada’s retail industry. As we strive to be at the forefront of a complex and vastly changing retail industry, it is an exciting time to join the Canadian Tire family of companies.
Reporting to the Manager, Customer Universe & Promo Analytics, the Data Scientist, is responsible for creating data science products to empower the organization with the tools to offer best in class personalized customer experiences. You will partner with business stakeholders to quickly understand business problems, developing solutions and insights that contribute tangible business value.",3.7,"CT Corporation
3.7",,Toronto,10000+ Employees,1836,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD)
