Job Title,Salary Estimate,Job Description,Rating,Company Name,Division,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Hourly,Employer Estimate,Salary Currency,min_salary,max_salary,avg_salary,Company
"Co-Op, Sustainability, Health and Environment, Data Analytics 1",CA$78K - CA$82K (Glassdoor est.),"At Nutrien, our Purpose is to grow our world from the ground up and we do so with safety and integrity as our core values. Nothing is more important than sending our people home safe, every day.

Nutrien is a leading provider of agricultural products, services, and solutions. With approximately 23,000 employees world-wide, we are the largest producer of potash (by capacity) and one of the world’s largest producers of nitrogen and phosphate. We also operate a leading agriculture retail network that services over 500,000 growers.

We harvest the best. Diverse views and experience make us strong. We look for people who have a safety-first mindset, who are collaborative team players, who deliver on their commitments, who are innovators in search of a better way, and who believe in inclusion.",4.2,"Nutrien
4.2",,Calgary,10000+ Employees,2018.0,Company - Public,Farm Support,Agriculture,$5 to $10 billion (USD),0,0,CAD,78.0,82.0,80.0,Nutrien
"Applied Researcher, Machine Learning",CA$109K - CA$188K (Glassdoor est.),"Sanctuary is seeking exceptional Machine Learning (ML) engineers to join our team of experienced ML researchers/engineers and control engineers, working on foundational problems of robotic perception, planning, and reasoning.
As part of the ML team, you will be responsible for designing and implementing novel algorithms and testing your algorithms in simulation and on our robots in real-world settings. With access to in-house robots, you will have a unique opportunity for impactful work with new haptic and proprioceptive sensing modalities. As part of your work, you'll have the opportunity to learn and implement leading-edge ML methods.
*
Success Criteria*
Design and implement novel algorithms and test your algorithms in real-world settings in at least one of these categories: computer vision, haptics processing, or robotics",4.4,"Sanctuary AI
4.4",,Vancouver,51 to 200 Employees,2018.0,Company - Private,Software Development,Information Technology,Unknown / Non-Applicable,0,0,CAD,109.0,188.0,148.5,Sanctuary AI
,CA$80K - CA$95K (Glassdoor est.),,-1.0,-1,,,,,,,,,0,0,CAD,80.0,95.0,87.5,-1
2023 - AI & Data Engineering Co-Op Program,CA$55K - CA$109K (Glassdoor est.),"Working with the Innovation, Inuvialuit Science and Climate Change Division, the Junior Data Scientist will be responsible for ensuring that the Inuvialuit Regional Corporation (IRC) has efficient/effective access to research data, tools, summaries, and analytical products. The successful candidate will focus primarily on providing support to expand Inuvialuit capacity and knowledge of statistical information related to social, cultural, economic, environmental, and geospatial data relevant to the organization.
The ideal candidate will have the following combination of education, experience, and knowledge:
Undergraduate degree in statistics or quantitative discipline (e.g., economics, social or physical sciences, data, geospatial sciences etc.), an equivalent combination of education and experience will be considered",-1.0,"Bell Canada
3.9",,Mississauga,Unknown,,Company - Public,,,Unknown / Non-Applicable,0,0,CAD,55.0,109.0,82.0,Bell Canada
"Scientist II, Data Extraction - Inflammatory Disease (Remote)",CA$78K - CA$85K (Glassdoor est.),"We are looking for a Scientist II, Data Extraction - Inflammatory Disease to join our growing Data Extraction team! Reporting directly to the Data Extraction Lead, the goal of this team is to apply our technology and vast data to solve some of the most challenging problems in pre-clinical research. As a Scientist II, Data Extraction, you will work closely with your team and the Go-To-Market team to apply your scientific research knowledge as a subject matter expert to identify creative and innovative solutions to real-world scientific problems, while also identifying areas of development for both our technology and data depth.

We are welcoming applicants from Canada and the US for this position.
You Will:
Provide scientific insights to support our consultative customer case studies, extracting and analyzing both internal and external data, querying both our databases and web application",4.1,"BenchSci
4.1",,Toronto,201 to 500 Employees,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,CAD,78.0,85.0,81.5,BenchSci
"Junior Associate Data Science, Class of 2023",CA$107K - CA$113K (Glassdoor est.),"Company Description

Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally-enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,000+ people in 53 offices around the world combine experience across technology, data sciences, consulting and customer obsession to accelerate our clients’ businesses through designing the products and services their customers truly value.

Job Description",3.9,"Publicis Sapient
3.9",,Toronto,10000+ Employees,1990.0,Company - Public,Business Consulting,Management & Consulting,Unknown / Non-Applicable,0,0,CAD,107.0,113.0,110.0,Publicis Sapient
Applied Machine Learning Scientist,CA$53K - CA$91K (Glassdoor est.),"POSITION SUMMARY

As an Applied ML Scientist, you will provide technical leadership and contribute to focused research breakthroughs and applications to solve real-world problems with machine learning and AI. You will provide guidance and work with some of the best and brightest data scientists and machine learning engineers from leading industry and health organizations. You will collaborate with some of the leading machine learning researchers, data scientists, and engineers. Publishing research papers on applied research is part of this role, but the focus is on the impact of the applications, not on the quantity or quality of publications. We are seeking a scientist with research experience in Responsible AI in a deep learning context. Experience in Fairness, Explainability, Privacy, AI Safety, Recommendation Systems, and NLP are all valuable areas of knowledge for this role.

RESPONSIBILITIES",4.5,"Vector Institute
4.5",,Toronto,Unknown,,Company - Private,,,Unknown / Non-Applicable,0,0,CAD,53.0,91.0,72.0,Vector Institute
Business Intelligence Analyst,CA$64K - CA$81K (Glassdoor est.),"About SE Health:
SE Health is a national health care provider that has been opening the door to new possibilities and experiences for more than a century. Recognized as Canada’s largest social enterprise, we employ 8,000 people and visit 18,000 clients every day. Through the Saint Elizabeth Research Centre, Health Career Colleges, the Saint Elizabeth Foundation and our leadership in person and family centered care, we are helping to make the future of health care brighter and stronger. Saint Elizabeth Health Care was awarded the Canada Order of Excellence in 2015.
This role is classified as hybrid where you would be primarily working remote, but may be asked to come into our head office in Markham as needed.
Position Summary",3.4,"SE Health
3.4",,Toronto,5001 to 10000 Employees,1908.0,Nonprofit Organization,Grantmaking & Charitable Foundations,Nonprofit & NGO,$500 million to $1 billion (USD),0,0,CAD,64.0,81.0,72.5,SE Health
Data Scientist - Climate Risk Modeling,CA$80K - CA$97K (Glassdoor est.),"Events in recent years have made us all too familiar with the havoc that natural disasters can wreak, and the increasing frequency and intensity with which they are occurring. Despite record levels of losses, conventional methods of risk modeling continue to paint at best an incomplete picture of these threats.
Zesty.ai uses novel data gathering and data science methods to produce higher quality information about the risks to property from catastrophes like floods and wildfires. While AI alone may not be able to thwart these disasters, it can help us become more prepared for them, and ultimately that will lead to better outcomes.
As a Data Scientist - Climate Risk Modeling, you are comfortable and excited to work closely with the engineering team to build the best AI tech possible. You will develop top tier models from unique and diverse data sources to provide strong insights and maximize the impact of our company efforts. You thrive in a collaborative, creative environment that moves fast and you are comfortable setting in place structures and processes to help the company scale.",5.0,"Zesty.ai
5.0",,Montreal,51 to 200 Employees,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,CAD,80.0,97.0,88.5,Zesty.ai
Data Scientist - Data Analytics and Infrastructure (remote),CA$80K - CA$121K (Glassdoor est.),"Company Description

You will join a world-class team of engineers and data scientists from Facebook, Uber, Amazon and Google. We are a fast growing consulting firm based in Toronto with clients ranging from leading startups building impactful technologies to Fortune 500 companies looking to scale their engineering and data capabilities.

Job Description

We are looking for Data Scientists who are passionate about analytics and using data to help drive business decisions. You enjoy working with structured and/or unstructured data and are motivated to produce highly actionable results. You are experienced in architecting data ETL workflows and schemas. Critical thinking and problem-solving skills are essential for this role.",5.0,"Ample Insight Inc.
5.0",,Toronto,1 to 50 Employees,,Company - Private,,,Unknown / Non-Applicable,0,0,CAD,80.0,121.0,100.5,Ample Insight Inc.
Data Science Analyst (Remote),CA$100K - CA$116K (Glassdoor est.),"At Yelp, it’s our mission to connect people with great local businesses. From a coffee connoisseur’s review of a neighborhood cafe, to a homeowner’s request for a quote to remodel their kitchen, Yelp’s data captures millions of user-business interactions every day.

The Data Science & Analytics team prides itself on harnessing the power of this data. We test and learn, build tools and lead meaningful analyses to extract insights that influence Yelp’s product and business strategy.

We’re looking for a self-motivated critical thinker whose intellectual curiosity is met with a healthy dose of skepticism. You value the integrity of your work, sanity check analyses before drawing conclusions, and take pride in telling stories with data. You are a team player who is an excellent communicator, quick learner, and as excited about Yelp as we are.

We’d love to have you apply, even if you don't feel you meet every single requirement in this posting. At Yelp, we’re looking for great people, not just those who simply check off all the boxes.",3.5,"Yelp
3.5",,Midtown Toronto,5001 to 10000 Employees,2004.0,Company - Public,Internet & Web Services,Information Technology,$500 million to $1 billion (USD),0,0,CAD,100.0,116.0,108.0,Yelp
Machine Learning Researcher - Computer Vision,CA$52K - CA$102K (Glassdoor est.),"Ecopia AI’s mission is to create a digital twin of the Earth. Billions of geospatial images are captured every day by satellites, airplanes, vehicles, and personal devices - Ecopia leverages AI to convert high-resolution images of our earth into high-definition (HD) Vector Maps. These maps form a digital representation of reality and are embedded into critical decision-making applications, offering unique insight at scale. Ecopia’s HD Vector Maps empower a wide range of applications such as smart cities, insurance, real estate, retail, manufacturing, utilities, logistics, autonomous driving, and augmented reality (AR).

We’re seeking a passionate, talented researcher to join us at our Toronto office. You will have the incredible experience of working alongside our computer vision and engineering experts. Your work will have a direct impact on our end products which empower various real-world applications on a scale never thought possible. The position is permanent, full-time, and will have a highly competitive salary, annual salary increases, and bonuses.",4.7,"Ecopia Tech
4.7",,Toronto,1 to 50 Employees,2013.0,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,0,0,CAD,52.0,102.0,77.0,Ecopia Tech
Data Scientist,CA$71K - CA$101K (Glassdoor est.),"Help us boldly shape retail in Canada
Canadian Tire Corporation’s (CTC) rich heritage of serving Canadians from coast-to-coast dates back to 1922. Our vision is to become the #1 retail brand in Canada and we are focused on innovating and making important investments in our business, especially when it comes to our people. To reach our goal, we need the best talent to help us evolve and drive change across the business – and boldly help shape Canada’s retail industry. As we strive to be at the forefront of a complex and vastly changing retail industry, it is an exciting time to join the Canadian Tire family of companies.
Reporting to the Manager, Customer Universe & Promo Analytics, the Data Scientist, is responsible for creating data science products to empower the organization with the tools to offer best in class personalized customer experiences. You will partner with business stakeholders to quickly understand business problems, developing solutions and insights that contribute tangible business value.",3.7,"CT Corporation
3.7",,Toronto,10000+ Employees,1836.0,Company - Public,Enterprise Software & Network Solutions,Information Technology,$1 to $5 billion (USD),0,0,CAD,71.0,101.0,86.0,CT Corporation
Machine Learning Engineer,CA$110K - CA$140K (Employer est.),"About Avalanche
Avalanche is transforming how we understand and move people to create a more fair and just world. We are fundamentally changing how public opinion research is done by delivering the deep qualitative insight associated with a focus group at the scale of polling. Avalanche provides progressive organizations with transformative insight to create breakthrough messaging that resonates, mobilizes, and wins. With the backing of leading investors including Higher Ground Labs, Luminate, and New Media Ventures, we are scaling on growth and success in 2021 to meet the demand for our insights from political and advocacy leaders, while expanding our offerings to support values aligned leaders in other sectors.
*
About the Role: *",-1.0,Avalanche,,Vancouver,,,,,,,0,1,CAD,110.0,140.0,125.0,Avalanche
Machine Learning Scientist and Software Developer,CA$65K - CA$85K (Employer est.),"Title:
Machine Learning Scientist and Software Developer
Description:
We are looking for a software-oriented scientist or science-oriented software developer who wants to get a wide range of experience, and loves learning about physics, materials, chemistry, polymers, and electronics through a hands-on approach. This individual should:
Thrive working in a small, fast-paced team, leading the machine learning and software projects on the team, and making substantial contributions to the success of their projects
Be a generalist who can quickly learn and is willing and able to dive deep when necessary, specializing in specific topics as required",-1.0,Halion Displays,,Kitchener,,,,,,,0,1,CAD,65.0,85.0,75.0,Halion Displays
